人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
000311,"宮本 百合子",003976,"鼠と鳩麦",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-15,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",007926,"熱",新字新仮名,"","柴田卓治","土屋隆",公開,2009-04-07,"宮本百合子全集　第二十九巻","新日本出版社","1986（昭和61）年3月20日第5刷","1986（昭和61）年3月20日第5刷　"
000311,"宮本 百合子",004243,"年譜",新字新仮名,"","柴田卓治","土屋隆",公開,2007-08-19,"宮本百合子全集　第十八巻","新日本出版社","1986（昭和61）年3月20日第2版第1刷","1982（昭和57）年4月15日初版第3刷"
000311,"宮本 百合子",007910,"農村",新字新仮名,"","柴田卓治","土屋隆",公開,2008-09-01,"宮本百合子全集　第二十九巻","新日本出版社","1986（昭和61）年3月20日第5刷","1986（昭和61）年3月20日第5刷"
000311,"宮本 百合子",002827,"野上弥生子様へ",新字新仮名,"","柴田卓治","米田進",公開,2003-01-28,"宮本百合子全集　第十巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002015,"伸子",新字新仮名,"","柴田卓治","もりみつじゅんじ、地田尚",公開,2011-04-09,"宮本百合子全集　第三巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",004198,"「伸子」創作メモ（一）",新字新仮名,"","柴田卓治","磐余彦",公開,2004-05-04,"宮本百合子全集　第十八巻","新日本出版社","1986（昭和61）年3月20日第2版第1刷",""
000311,"宮本 百合子",004199,"「伸子」創作メモ（二）",新字新仮名,"","柴田卓治","磐余彦",公開,2004-05-04,"宮本百合子全集　第十八巻","新日本出版社","1986（昭和61）年3月20日第2版第1刷",""
000311,"宮本 百合子",003930,"「伸子」について",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-06,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002764,"パァル・バックの作風その他",新字新仮名,"","柴田卓治","米田進",公開,2003-03-19,"宮本百合子全集　第十一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003733,"廃したい弊風と永続させたい美風",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-12,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",015949,"胚胎",新字新仮名,"","柴田卓治","土屋隆",公開,2009-11-28,"宮本百合子全集　第二十八巻（習作一）","新日本出版社","1986（昭和61）年3月20日第6刷","1986（昭和61）年3月20日第6刷"
000311,"宮本 百合子",004240,"「敗北の文学」について",新字新仮名,"","柴田卓治","磐余彦",公開,2004-05-22,"宮本百合子全集　第十八巻","新日本出版社","1986（昭和61）年3月20日第2版第1刷",""
000311,"宮本 百合子",002967,"俳優生活について",新字新仮名,"","柴田卓治","米田進",公開,2003-05-06,"宮本百合子全集　第十三巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",001962,"蠅",新字新仮名,"","柴田卓治","原田頌子",公開,2002-01-23,"宮本百合子全集　第二巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",001959,"墓",新字新仮名,"","柴田卓治","原田頌子",公開,2002-01-23,"宮本百合子全集　第二巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003714,"博覧会見物の印象",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-09,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",004128,"はしがき（『女靴の跡』）",新字新仮名,"","柴田卓治","磐余彦",公開,2004-04-15,"宮本百合子全集　第十八巻","新日本出版社","1986（昭和61）年3月20日第2版第1刷",""
000311,"宮本 百合子",015997,"はしがき（『十二年の手紙』その一）",新字新仮名,"","柴田卓治","土屋隆",公開,2007-12-27,"宮本百合子全集　第三十巻","新日本出版社","1986（昭和61）年3月20日初版","1986（昭和61）年3月20日初版"
000311,"宮本 百合子",004134,"はしがき（『文芸評論集』）",新字新仮名,"","柴田卓治","磐余彦",公開,2004-04-19,"宮本百合子全集　第十八巻","新日本出版社","1986（昭和61）年3月20日第2版第1刷",""
000311,"宮本 百合子",003717,"初めて蓄音器を聞いた時とすきなレコオド",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-09,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002812,"芭蕉について",新字新仮名,"","柴田卓治","米田進",公開,2003-03-19,"宮本百合子全集　第十一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003922,"果して女の虚栄心が全部の原因か？",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-03,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003984,"働くために",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-15,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003124,"働く婦人",新字新仮名,"","柴田卓治","米田進",公開,2003-07-18,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003122,"働く婦人の新しい年",新字新仮名,"","柴田卓治","米田進",公開,2003-07-18,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003132,"働く婦人の歌声",新字新仮名,"","柴田卓治","米田進",公開,2003-07-21,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003899,"働く婦人の結婚と恋愛",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-27,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003931,"働く婦人の結婚について",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-06,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003078,"発刊の言葉",新字新仮名,"","柴田卓治","米田進",公開,2003-07-06,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003683,"花、土地、人",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-03,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003158,"花のたより",新字新仮名,"","柴田卓治","米田進",公開,2003-07-30,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003903,"母",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-30,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003073,"「母の膝の上に」（紹介並短評）",新字新仮名,"","柴田卓治","米田進",公開,2003-07-03,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003850,"春",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-18,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002798,"はるかな道 「くれない」について",新字新仮名,"","柴田卓治","米田進",公開,2003-03-19,"宮本百合子全集　第十一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",004232,"バルザック",新字新仮名,"","柴田卓治","磐余彦",公開,2004-05-17,"宮本百合子全集　第十八巻","新日本出版社","1986（昭和61）年3月20日第2版第1刷",""
000311,"宮本 百合子",002867,"バルザックに対する評価",新字新仮名,"","柴田卓治","米田進",公開,2003-02-15,"宮本百合子全集　第十巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002924,"バルザックについてのノート",新字新仮名,"","柴田卓治","松永正敏",公開,2003-04-26,"宮本百合子全集　第十二巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003256,"春遠し",新字新仮名,"","柴田卓治","米田進",公開,2003-09-17,"宮本百合子全集　第十五巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003145,"反宗教運動とは？ 質問に答えて",新字新仮名,"","柴田卓治","米田進",公開,2003-07-25,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002013,"播州平野",新字新仮名,"","柴田卓治","松永正敏",公開,2002-10-04,"宮本百合子全集　第六巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",015981,"「播州平野」創作メモ",新字新仮名,"","柴田卓治","土屋隆",公開,2007-12-29,"宮本百合子全集　第三十巻","新日本出版社","1986（昭和61）年3月20日初版","1986（昭和61）年3月20日初版"
000311,"宮本 百合子",003146,"反動ジャーナリズムのチェーン・ストア 森鶴子君に答える",新字新仮名,"","柴田卓治","米田進",公開,2003-07-25,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003477,"犯人",新字新仮名,"","柴田卓治","磐余彦",公開,2003-10-26,"宮本百合子全集　第十六巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",001950,"光のない朝",新字新仮名,"","柴田卓治","渥美浩子",公開,2002-01-01,"宮本百合子全集　第二巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003898,"飛行機の下の村",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-27,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003069,"ひしがれた女性と語る 近頃思った事",新字新仮名,"","柴田卓治","米田進",公開,2003-07-03,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",004043,"『美術運動』への答え",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-30,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",016008,"ピッチの様に",新字新仮名,"","柴田卓治","土屋隆",公開,2008-03-31,"宮本百合子全集　第三十巻","新日本出版社","1986（昭和61）年3月20日初版","1986（昭和61）年3月20日初版"
000311,"宮本 百合子",002735,"ひとごとではない ソヴェト勤労婦人の現状",新字新仮名,"","柴田卓治","米田進",公開,2002-11-19,"宮本百合子全集　第九巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",007937,"一条の縄",新字新仮名,"","柴田卓治","土屋隆",公開,2008-09-01,"宮本百合子全集　第二十九巻","新日本出版社","1986（昭和61）年3月20日第5刷","1986（昭和61）年3月20日第5刷　"
000311,"宮本 百合子",003165,"一つの感想",新字新仮名,"","柴田卓治","米田進",公開,2003-07-30,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002034,"一つの出来事",新字新仮名,"","柴田卓治","原田頌子",公開,2002-01-02,"宮本百合子全集　第一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",004037,"一つの灯 私の書いた頃",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-27,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002029,"一つの芽生",新字新仮名,"","柴田卓治","原田頌子",公開,2002-01-02,"宮本百合子全集　第一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003687,"一粒の粟",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-03,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",016029,"ひととき",新字新仮名,"","柴田卓治","土屋隆",公開,2008-03-31,"宮本百合子全集　第三十巻","新日本出版社","1986（昭和61）年3月20日初版","1986（昭和61）年3月20日初版"
000311,"宮本 百合子",015942,"ひな勇はん",新字新仮名,"","柴田卓治","土屋隆",公開,2009-11-28,"宮本百合子全集　第二十八巻（習作一）","新日本出版社","1986（昭和61）年3月20日第6刷","1986（昭和61）年3月20日第6刷"
000311,"宮本 百合子",002024,"火のついた踵",新字新仮名,"","柴田卓治","松永正敏",公開,2002-01-08,"宮本百合子全集　第二巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002026,"日は輝けり",新字新仮名,"","柴田卓治","松永正敏",公開,2002-01-01,"宮本百合子全集　第一巻","新日本出版社","1986（昭和61）年3月20日第5刷","1979（昭和54）年4月20日初版"
000311,"宮本 百合子",002001,"日々の映り",新字新仮名,"","柴田卓治","原田頌子",公開,2002-06-05,"宮本百合子全集　第五巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",015992,"批評は解放の組織者である",新字新仮名,"","柴田卓治","土屋隆",公開,2007-12-29,"宮本百合子全集　第三十巻","新日本出版社","1986（昭和61）年3月20日初版","1986（昭和61）年3月20日初版"
000311,"宮本 百合子",003171,"微妙な人間的交錯 雑誌ジャーナリズムの理想性と現実性",新字新仮名,"","柴田卓治","米田進",公開,2003-08-02,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",001982,"ピムキン、でかした！",新字新仮名,"","柴田卓治","松永正敏",公開,2002-06-03,"宮本百合子全集　第四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003876,"百銭",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-24,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003874,"百花園",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-24,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002769,"ヒューマニズムの諸相",新字新仮名,"","柴田卓治","米田進",公開,2003-03-19,"宮本百合子全集　第十一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002768,"ヒューマニズムへの道 文芸時評",新字新仮名,"","柴田卓治","米田進",公開,2003-03-19,"宮本百合子全集　第十一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003015,"病菌とたたかう人々",新字新仮名,"","柴田卓治","米田進",公開,2003-05-26,"宮本百合子全集　第十三巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003974,"表現",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-15,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002919,"拡がる視野 今日の婦人作家",新字新仮名,"","柴田卓治","松永正敏",公開,2003-04-23,"宮本百合子全集　第十二巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003008,"「ヒロシマ」と「アダノの鐘」について",新字新仮名,"","柴田卓治","米田進",公開,2003-05-22,"宮本百合子全集　第十三巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002004,"広場",新字新仮名,"","柴田卓治","原田頌子",公開,2002-06-05,"宮本百合子全集　第五巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",015996,"「広場」について",新字新仮名,"","柴田卓治","土屋隆",公開,2007-12-29,"宮本百合子全集　第三十巻","新日本出版社","1986（昭和61）年3月20日初版","1986（昭和61）年3月20日初版"
000311,"宮本 百合子",003463,"便乗の図絵",新字新仮名,"","柴田卓治","磐余彦",公開,2003-10-24,"宮本百合子全集　第十六巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003468,"ファシズムは生きている",新字新仮名,"","柴田卓治","磐余彦",公開,2003-10-24,"宮本百合子全集　第十六巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002803,"風俗の感受性 現代風俗の解剖",新字新仮名,"","柴田卓治","米田進",公開,2003-03-21,"宮本百合子全集　第十一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002014,"風知草",新字新仮名,"","柴田卓治","松永正敏",公開,2002-10-11,"宮本百合子全集　第六巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",015982,"「風知草」創作メモ",新字新仮名,"","柴田卓治","土屋隆",公開,2007-12-29,"宮本百合子全集　第三十巻","新日本出版社","1986（昭和61）年3月20日初版","1986（昭和61）年3月20日初版"
000311,"宮本 百合子",003153,"夫婦が作家である場合",新字新仮名,"","柴田卓治","米田進",公開,2003-07-27,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003101,"フェア・プレイの悲喜",新字新仮名,"","柴田卓治","米田進",公開,2003-07-12,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003703,"深く静に各自の路を見出せ",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-06,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003949,"藤棚",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-09,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003028,"婦人作家",新字新仮名,"","柴田卓治","米田進",公開,2003-05-30,"宮本百合子全集　第十三巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003168,"婦人作家の今日",新字新仮名,"","柴田卓治","米田進",公開,2003-08-02,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002851,"婦人作家の「不振」とその社会的原因",新字新仮名,"","柴田卓治","米田進",公開,2003-02-07,"宮本百合子全集　第十巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",004215,"婦人作家は何故道徳家か？　そして何故男の美が描けぬか？",新字新仮名,"","柴田卓治","磐余彦",公開,2004-05-13,"宮本百合子全集　第十八巻","新日本出版社","1986（昭和61）年3月20日第2版第1刷",""
000311,"宮本 百合子",003080,"婦人雑誌の問題",新字新仮名,"","柴田卓治","米田進",公開,2003-07-06,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003274,"婦人大会にお集りの皆様へ",新字新仮名,"","柴田卓治","米田進",公開,2003-09-20,"宮本百合子全集　第十五巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003303,"婦人デーとひな祭",新字新仮名,"","柴田卓治","米田進",公開,2003-09-29,"宮本百合子全集　第十五巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003086,"婦人党員の目ざましい活動 エロ班のデマに抗議する",新字新仮名,"","柴田卓治","米田進",公開,2003-07-06,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003082,"婦人読者よ通信員になれ メーデーきたる",新字新仮名,"","柴田卓治","米田進",公開,2003-07-06,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002927,"婦人と文学",新字新仮名,"","柴田卓治","松永正敏",公開,2003-04-29,"宮本百合子全集　第十二巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002837,"婦人と文学の話",新字新仮名,"","柴田卓治","米田進",公開,2003-02-03,"宮本百合子全集　第十巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003252,"婦人の一票",新字新仮名,"","柴田卓治","米田進",公開,2003-09-14,"宮本百合子全集　第十五巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002973,"婦人の生活と文学",新字新仮名,"","柴田卓治","米田進",公開,2003-05-08,"宮本百合子全集　第十三巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002959,"婦人の創造力",新字新仮名,"","柴田卓治","米田進",公開,2003-05-04,"宮本百合子全集　第十三巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003119,"婦人の読書",新字新仮名,"","柴田卓治","米田進",公開,2003-07-18,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003106,"婦人の文化的な創造力",新字新仮名,"","柴田卓治","米田進",公開,2003-07-12,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",004005,"婦人の皆さん",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-21,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003904,"『婦人文芸』発刊について",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-30,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003247,"婦人民主クラブ趣意書",新字新仮名,"","柴田卓治","米田進",公開,2003-09-14,"宮本百合子全集　第十五巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003304,"婦人民主クラブについて",新字新仮名,"","柴田卓治","米田進",公開,2003-09-29,"宮本百合子全集　第十五巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",004176,"二つの家を繋ぐ回想",新字新仮名,"","柴田卓治","磐余彦",公開,2004-04-28,"宮本百合子全集　第十八巻","新日本出版社","1986（昭和61）年3月20日第2版第1刷",""
000311,"宮本 百合子",003075,"二つの型",新字新仮名,"","柴田卓治","米田進",公開,2003-07-03,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003494,"ふたつの教訓",新字新仮名,"","柴田卓治","磐余彦",公開,2003-10-30,"宮本百合子全集　第十六巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",003697,"二つの態度",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-06,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002011,"二つの庭",新字新仮名,"","柴田卓治","松永正敏",公開,2002-10-18,"宮本百合子全集　第六巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002859,"二つの場合",新字新仮名,"","柴田卓治","米田進",公開,2003-02-11,"宮本百合子全集　第十巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",015959,"二つの短い話",新字新仮名,"宮本 百合子","柴田卓治","土屋隆",公開,2007-10-07,"宮本百合子全集　第三十巻","新日本出版社","1986（昭和61）年3月20日初版","1986（昭和61）年3月20日初版"
000311,"宮本 百合子",004015,"双葉山を手玉にとった“じこう様”について",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-23,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",001999,"二人いるとき",新字新仮名,"","柴田卓治","原田頌子",公開,2002-06-05,"宮本百合子全集　第五巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003967,"二人の弟たちへのたより",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-12,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002984,"復活",新字新仮名,"","柴田卓治","米田進",公開,2003-05-14,"宮本百合子全集　第十三巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002775,"不必要な誠実論 島木氏への答",新字新仮名,"","柴田卓治","米田進",公開,2003-03-21,"宮本百合子全集　第十一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002866,"不満と希望 男性作家の描く女性について（『読売新聞』記者との一問一答）",新字新仮名,"","柴田卓治","米田進",公開,2003-02-15,"宮本百合子全集　第十巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",007924,"冬の海",新字新仮名,"","柴田卓治","土屋隆",公開,2009-04-07,"宮本百合子全集　第二十九巻","新日本出版社","1986（昭和61）年3月20日第5刷","1986（昭和61）年3月20日第5刷　"
000311,"宮本 百合子",002864,"冬を越す蕾",新字新仮名,"","柴田卓治","米田進",公開,2003-02-13,"宮本百合子全集　第十巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",001952,"古き小画",新字新仮名,"","柴田卓治","松永正敏",公開,2002-01-24,"宮本百合子全集　第二巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002835,"ブルジョア作家のファッショ化に就て",新字新仮名,"","柴田卓治","米田進",公開,2003-02-01,"宮本百合子全集　第十巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002771,"プロ文学の中間報告",新字新仮名,"","柴田卓治","米田進",公開,2003-03-21,"宮本百合子全集　第十一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003895,"プロレタリア芸術の本体をシッカリ腹に入れてくれ！",新字新仮名,"","柴田卓治","磐余彦",公開,2003-11-27,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",015967,"プロレタリア美術展を観る",新字新仮名,"","柴田卓治","土屋隆",公開,2007-10-18,"宮本百合子全集　第三十巻","新日本出版社","1986（昭和61）年3月20日初版","1986（昭和61）年3月20日初版"
000311,"宮本 百合子",002745,"プロレタリア婦人作家と文化活動の問題",新字新仮名,"","柴田卓治","米田進",公開,2002-11-27,"宮本百合子全集　第九巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002834,"プロレタリア文学における国際的主題について",新字新仮名,"","柴田卓治","米田進",公開,2003-02-01,"宮本百合子全集　第十巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002980,"プロレタリア文学の存在",新字新仮名,"","柴田卓治","米田進",公開,2003-05-12,"宮本百合子全集　第十三巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003110,"フロレンス・ナイチンゲールの生涯",新字新仮名,"","柴田卓治","米田進",公開,2003-07-15,"宮本百合子全集　第十四巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003977,"文学者として近衛内閣に要望す",新字新仮名,"","柴田卓治","磐余彦",公開,2003-12-15,"宮本百合子全集　第十七巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002767,"文学上の復古的提唱に対して",新字新仮名,"","柴田卓治","米田進",公開,2003-03-21,"宮本百合子全集　第十一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002825,"文学精神と批判精神",新字新仮名,"","柴田卓治","米田進",公開,2003-03-21,"宮本百合子全集　第十一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",003013,"文学と生活",新字新仮名,"","柴田卓治","米田進",公開,2003-05-24,"宮本百合子全集　第十三巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
000311,"宮本 百合子",002891,"文学と地方性",新字新仮名,"","柴田卓治","松永正敏",公開,2003-04-02,"宮本百合子全集　第十二巻","新日本出版社","1986（昭和61）年3月20日第4刷",""
000311,"宮本 百合子",002817,"文学と婦人",新字新仮名,"","柴田卓治","米田進",公開,2003-03-23,"宮本百合子全集　第十一巻","新日本出版社","1986（昭和61）年3月20日第5刷",""
